group,ID,original,quiescent_current,voltage_gain,cutoff_frequency,current_slope
UTC_CD,UTC_CD24,False,4.6792296692729,26.892144547980628,607.0228564853754,6.408802939307818e-05
UTC_CD,UTC_CD25,False,4.6966941095888615,26.81450439002031,616.2243389810191,6.370604041991522e-05
UTC_CD,UTC_CD26,False,4.658801481127741,26.820235908574183,611.3146476707487,6.351617556175734e-05
UTC_CD,UTC_CD27,False,4.705795925110578,26.813260410218323,600.9984785667469,6.331083331462866e-05
UTC_CD,UTC_CD28,False,4.675977583974598,26.80820327556965,613.1033762538538,6.350260686670605e-05
UTC_CD,UTC_CD29,False,4.653122648596764,26.830201305605407,610.5740728890765,6.385425058289803e-05
UTC_CD,UTC_CD30,False,4.520270507782696,26.89933705651695,614.4547499398642,6.805633008527648e-05
UTC_CD,UTC_CD31,False,4.51430194079876,26.892404039006824,594.4429462881756,6.763338547595092e-05
UTC_CD,UTC_CD32,False,4.4775225222110775,26.933567608615327,603.4879619876693,6.757556393654045e-05
UTC_CD,UTC_CD33,False,4.491280298680067,26.86069170452631,600.4852635389359,6.739268434275307e-05
UTC_CD,UTC_CD34,False,4.504782240837812,26.879567547737736,617.4645963707915,6.72759305233407e-05
UTC_CD,UTC_CD35,False,4.431810230016708,26.834030746234568,617.8168142401015,6.90695567472162e-05
UTC_CD,UTC_CD36,False,4.432232119143012,26.82518832651545,628.1512674290042,6.876783546740725e-05
UTC_CD,UTC_CD37,False,4.441162198781966,26.85269318863555,615.9274938178722,6.900834358824172e-05
UTC_CD,UTC_CD38,False,4.427757859230042,26.78437763103988,626.5389804999514,6.785498888142394e-05
UTC_CD,UTC_CD39,False,4.444451816380024,26.815656805004245,616.3168876692439,6.812106178260291e-05
UTC_CD,UTC_CD40,False,4.45824842900038,26.906724560973565,627.0412501623812,6.877225557984192e-05
UTC_CD,UTC_CD41,False,4.434096813201904,26.916350076001542,633.6858788427662,6.945395149773771e-05
UTC_CD,UTC_CD42,False,4.388992767781022,26.91219794000947,622.6082404287001,6.970753221555836e-05
UTC_CD,UTC_CD43,False,4.374605510383844,26.88862362355744,610.0614301555014,6.980625304900924e-05
UTC_CD,UTC_CD44,False,4.374535940587522,26.90117769425035,626.6955876182889,6.971839820356547e-05
UTC_CD,UTC_CD45,False,4.50790738686919,26.92550244144269,609.8410501934603,6.744270798793797e-05
UTC_CD,UTC_CD46,False,4.501582216471434,26.90235705675268,616.8211298289799,6.758321481783127e-05
UTC_CD,UTC_CD47,False,4.456998407840729,26.862381873407053,616.1832177462044,6.800786004064278e-05
UTC_CD,UTC_CD48,False,4.490696825087072,26.901983467121187,618.6013940707036,6.810143195474883e-05
UTC_CD,UTC_CD49,False,4.48537180200219,26.880087918498145,610.3638345194098,6.799712087117564e-05
UTC_CD,UTC_CD50,False,4.430152289569378,26.53276363246303,635.2045616856471,6.665350957044121e-05
UTC_CD,UTC_CD51,False,4.553498886525633,26.80993262330365,632.3589873935591,6.663136334854935e-05
UTC_CD,UTC_CD52,False,4.563970398157833,26.85213186615573,657.2019846364459,6.726963806234769e-05
UTC_CD,UTC_CD53,False,4.552757553756238,26.784309832432548,638.7388472083528,6.690627603308818e-05
UTC_CD,UTC_CD54,False,4.5479941181838495,26.8167196958256,648.8153140799302,6.675299161484133e-05
UTC_CD,UTC_CD55,False,4.618912655860186,26.86110342260007,655.1304854779991,6.600987519411367e-05
UTC_CD,UTC_CD56,False,4.51581422239542,26.874935429207017,629.9390328225966,6.64478600982748e-05
UTC_CD,UTC_CD57,False,4.543352872133256,26.851763656015805,626.6634195631088,6.594641878524504e-05
UTC_CD,UTC_CD58,False,4.516601189970968,26.83391512152449,630.9804273392592,6.561167185124373e-05
UTC_CD,UTC_CD59,False,4.483308829367162,26.607902416057435,663.6051226196798,6.711251054714421e-05
UTC_CD,UTC_CD60,False,4.478183016180992,26.86300955006481,641.9089869427651,6.673574953927703e-05
UTC_CD,UTC_CD61,False,4.430050589144227,26.82545425921497,635.9953962646625,6.730606828932871e-05
UTC_CD,UTC_CD62,False,4.448798298835754,26.808566659659483,633.3784713657893,6.658029505628126e-05
UTC_CD,UTC_CD63,False,4.529192764312028,26.81744741488817,638.9369853711077,6.605341716035345e-05
UTC_CD,UTC_CD64,False,4.440212622284888,26.865241233019795,640.6964772222243,6.672100524039761e-05
UTC_CD,UTC_CD65,False,4.435108788311482,26.927660551855865,646.9618320764127,6.766142035354234e-05
UTC_CD,UTC_CD66,False,4.507545940577986,26.89602256981657,621.8000036223559,6.683517233716633e-05
UTC_CD,UTC_CD67,False,4.492928460240364,26.877791706221966,634.2735350756925,6.629961447591679e-05
UTC_CD,UTC_CD68,False,4.505858477205038,26.856754611961737,629.0528496907126,6.627212568500565e-05
UTC_CD,UTC_CD69,False,4.487113375216722,26.828447766489223,625.7357630323543,6.5519715247181e-05
UTC_CD,UTC_CD70,False,4.503188561648132,26.826919262815714,624.5151416374893,6.626934137012933e-05
UTC_CD,UTC_CD71,False,4.477272648364306,26.87357903201822,610.8591774882015,6.632246310391182e-05
UTC_CD,UTC_CD72,False,4.5158400200307405,26.888002434951147,612.8442011334378,6.587462149790024e-05
UTC_CD,UTC_CD73,False,4.535477142781017,26.835764282125822,631.0300662938112,6.596182811098319e-05
UTC_CD,UTC_CD74,False,4.490961879491805,26.816705538343705,621.4237706886993,6.60548014874861e-05
UTC_CD,UTC_CD75,False,4.54641357064247,26.821860290196906,620.4617923427679,6.391361907322294e-05
UTC_CD,UTC_CD76,False,4.50693629682064,26.81078960764891,617.1629310666324,6.54480345353205e-05
UTC_CD,UTC_CD77,False,4.546238295733927,26.866159309463733,627.3606144710953,6.56258609527524e-05
UTC_CD,UTC_CD78,False,4.504208825528622,26.85234627910736,617.0081310017588,6.566405916518003e-05
UTC_CD,UTC_CD79,False,4.507602937519552,26.80943703079893,608.5387106312901,6.602320847577721e-05
UTC_CD,UTC_CD80,False,4.56264466047287,26.841265310071407,618.152238251995,6.43586426783855e-05
UTC_CD,UTC_CD81,False,4.444278776645662,26.83838102698695,611.9434133657213,6.667494875342006e-05
UTC_CD,UTC_CD82,False,4.610223229974508,26.796784693578623,601.7204440977364,6.172904215258872e-05
UTC_CD,UTC_CD83,False,4.501105565577745,26.820315432795446,606.5449521289191,6.779510030773432e-05
UTC_CD,UTC_CD84,False,4.44042691960931,26.823064911802252,618.2879871458409,6.676853312871046e-05
UTC_CD,UTC_CD85,False,4.433484096080064,26.789910765241423,619.7024603836832,6.673900104264359e-05
UTC_CD,UTC_CD86,False,4.401718731969597,26.81100520086475,610.5830095687087,6.59953704995334e-05
UTC_CD,UTC_CD87,False,4.418768547475336,26.84598736425109,610.7728664800347,6.624027662045722e-05
UTC_CD,UTC_CD88,False,4.421838745474816,26.83745771618905,609.1795498799139,6.638960496097727e-05
UTC_CD,UTC_CD89,False,4.402688983827828,26.74140250348836,623.3606682228965,6.75461296124221e-05
UTC_CD,UTC_CD90,False,4.3780974112451085,26.73699695220848,624.4601792355992,6.726485763456995e-05
UTC_CD,UTC_CD91,False,4.378137458115816,26.92672878193398,618.7017476390507,6.84543510563037e-05
UTC_CD,UTC_CD92,False,4.385656863451004,26.86556369282369,630.3159891750978,6.781158910156699e-05
UTC_CD,UTC_CD93,False,4.40663155168295,26.80009579955608,622.9576613865339,6.774115412568315e-05
UTC_CD,UTC_CD94,False,4.354015551507472,26.770659647259816,633.6551133958649,6.886053442070295e-05
UTC_CD,UTC_CD95,False,4.333260096609592,26.788275989275224,632.3532538362552,6.876855171381038e-05
UTC_CD,UTC_CD96,False,4.305809922516344,26.750445916701068,629.2025858706518,6.853700640332891e-05
UTC_CD,UTC_CD97,False,4.300493001937868,26.851367058173167,620.1885020422891,6.989255651179085e-05
UTC_CD,UTC_CD98,False,4.288406576961278,26.827454640946023,630.1748905961662,6.895753848960257e-05
UTC_CD,UTC_CD99,False,4.484035819768904,26.832543745728326,635.4923031863278,6.597102190610402e-05
UTC_CD,UTC_CD100,False,4.486441798508169,26.75020991205947,633.3697501259219,6.615310502347943e-05
